algo,param,avg_reward,cum_reward,rounds
LinUCB,0.1,0.010752688172043012,3.3333333333333335,310
LinUCB,0.5,0.01885304659498208,5.844444444444444,310
LinUCB,1.0,0.014695340501792118,4.555555555555556,310
LinUCB,2.0,0.025985663082437275,8.055555555555555,310
EpsilonGreedy,0.01,0.03057347670250896,9.477777777777778,310
EpsilonGreedy,0.05,0.02960573476702508,9.177777777777775,310
EpsilonGreedy,0.1,0.02724014336917563,8.444444444444445,310
EpsilonGreedy,0.2,0.029964157706093193,9.28888888888889,310
